year  jd0  Z11a  J12  Z12  J01  Z01  J02  Z02  J03  Z03  J04  Z04  J05  Z05  J06  Z06  J07  Z07  J08  Z08  J09  Z09  J10  Z10  J11  Z11b  Q0_01  Q1_01  Q2_01  Q3_01  Q0_02  Q1_02  Q2_02  Q3_02  Q0_03  Q1_03  Q2_03  Q3_03  Q0_04  Q1_04  Q2_04  Q3_04  Q0_05  Q1_05  Q2_05  Q3_05  Q0_06  Q1_06  Q2_06  Q3_06  Q0_07  Q1_07  Q2_07  Q3_07  Q0_08  Q1_08  Q2_08  Q3_08  Q0_09  Q1_09  Q2_09  Q3_09  Q0_10  Q1_10  Q2_10  Q3_10  Q0_11  Q1_11  Q2_11  Q3_11  Q0_12  Q1_12  Q2_12  Q3_12  Q0_13  Q1_13  Q2_13  Q3_13  Q0_14  Q1_14  Q2_14  Q3_14  Q0_15  Q1_15  Q2_15  Q3_15
1600  2305446.166666667  -8.460999029910688  6.255368900035071  20.98511317600595  35.77262612614478  50.63467143655431  65.60780588029957  80.69696977489745  95.92503404014717  111.2790823627546  126.7650233174022  142.3507916211091  158.0256870323637  173.7438701805638  189.4830612513915  205.1951786980612  220.8547431823569  236.4244552138944  251.8848082193109  267.2179311066119  282.4172846972531  297.4868021895954  312.4351593388995  327.2844371462802  342.0562897471269  356.7838235937687  -13.05911651502444  -5.993014374977141  0.944281969506533  8.867053759114079  16.5470525342494  23.33604137802134  30.60827320428593  38.74303209614943  46.06417932060697  52.69491696075684  60.32821468040729  68.50646188746875  75.48877203544671  82.11975321575383  90.05378954831289  98.11388921114462  104.8401120645446  111.6282081132534  119.7421176929645  127.5559403562072  134.1556677951429  141.2179617722181  149.3671667016404  156.8562243076975  163.4803934167809  170.8741997319743  178.9173322530155  186.0640198316142  192.856206391348  200.5780826633074  208.3925302717614  215.2435852273786  222.3147796169922  230.307962785528  237.8053476473473  244.4636262470342  251.8742651078418  260.0339124842422  267.1820271116702  273.7867555742394  281.5376680132926  289.7155735543772  296.557959676443  303.2574957551671  311.2883028191956  319.3126388263909  325.9671408068459  332.8910784050375  341.082532978948  348.8034842398454  355.4303799782701  362.6685583469908  370.8523755564823  378.1961952027332  384.9501316196624  392.539428185463  400.530456880782  407.5236582197227  414.5169539016002  422.4285721779895
1601  2305812.166666667  -9.216176406646756  5.496196701460619  20.22956558606573  35.01324551996841  49.8789132894242  64.84791548418882  79.94112295953295  95.16425281363368  110.5233960225792  126.0034309477071  141.5956879356727  157.264300966282  172.9899674815569  188.723539334156  204.442640897182  220.0975472767454  235.6718646018883  251.1283863503628  266.4635086550214  281.6598732260401  296.729746499539  311.6756850069488  326.5248427168783  341.294615206573  356.0225244187901  -24.91746702151869  -17.19651575977557  -10.56962002129083  -3.331441652555648  4.85237555522768  12.19619520260741  18.95013161961185  26.53942818541237  34.53045688115245  41.5236582210245  48.51695390198802  56.4285721775918  64.08213282451869  70.82878289765704  78.12123149864136  86.25127944861472  93.5147919909209  100.1511240996748  107.7565508428365  115.9400590380713  122.8624037152967  129.522079772904  137.4115659389429  145.4679246833979  152.166184988784  158.9672895292157  167.0621647503542  174.8500856606515  181.4645223985596  188.5085851916178  196.6764241636544  204.1289957179573  210.7923769397677  218.1586784524933  226.2312152005956  233.3583291462388  240.1849276072072  247.9084424533629  255.726049379565  262.592947647957  269.6783620378825  277.716614348732  285.1820155494058  291.8837369806329  299.3006225571888  307.516917575964  314.6270512922885  321.2741711723284  329.0500882638263  337.2437986088539  344.0785978498815  350.7955811592943  358.8761997633732  366.8558127914241  373.5373014137124  380.4584331143915  388.6909832128816  396.3411780502103  402.9977903111572  410.2403920256333
1602  2306177.166666667  -8.977475580990893  5.733166254160011  20.46786536068191  35.25031590196058  50.11802029879036  65.08650463778719  80.18158696595982  95.40530323680119  110.7650242840945  126.2473054268255  141.8378076042614  157.5105629542192  173.2318355150683  188.9713080318778  204.6842986477029  220.3461238295219  235.9138907457374  251.3771712707328  266.7059129752668  281.9081803518653  296.9720006785293  311.9231847404054  326.7665047604506  341.5413819202618  356.2635466161653  -35.94991173652638  -27.75620139148019  -20.92140214922708  -14.20441884058932  -6.123800236510437  1.855812791540496  8.537301414827024  15.45843311460744  23.69098321309756  31.34117805042624  37.99779031137308  45.240392024919  53.4147611188054  60.71208870484939  67.46522712170588  75.08148288929443  83.0120364221161  89.99840799525722  96.95915938422135  104.9014805643468  112.4886767503234  119.2430028549943  126.5006579348426  134.6340172114467  141.8704351755334  148.4971280146522  156.0952319209758  164.2483991633096  171.1883658692057  177.8147530981568  185.7265898737045  193.7459802524139  200.4762027209034  207.2446078152299  215.3664516655251  223.1453936788695  229.773123956732  236.8183703220377  244.991029892082  252.4725329255919  259.1245621059861  266.5369210272454  274.5894398960417  281.759220565221  288.5761456592189  296.3637118716135  304.1590573009374  311.0458280541256  318.1585125786332  326.2338057162767  333.6958284079437  340.3801914480237  347.8676888216114  356.0728485308317  363.1915032301882  369.8076376381518  377.6576058681703  385.8134179054276  392.6414740854413  399.3539425294445
1603  2306542.166666667  -8.736453383475078  5.979591758537017  20.70869285064801  35.49698775725938  50.35931730995642  65.33371176802009  80.42347129814048  95.65214743796241  111.0066813582831  126.4920998861781  142.0785738972752  157.7519776580919  173.4716540281514  189.2090064224068  204.9236270788342  220.5813902443284  236.1539859946242  251.6123788464404  266.9479311299076  282.1450206072897  297.216286316595  312.1620953071593  327.0127147841627  341.7819194728839  356.5108933859269  -17.13231117667594  -8.927151469188242  -1.80849676983165  4.807637638131968  12.65760586815047  20.8134179054077  27.64147408542143  34.35394252942465  42.4584153325675  50.40811931305537  57.05431879243109  64.01162263725942  72.20638421096257  79.84231744251029  86.45279135730971  93.74257896945389  101.8601444990392  109.1388383930233  115.8657943914068  123.4974787109601  131.4015525084083  138.3494077687497  145.3182807207138  153.2345764795689  160.8337621182647  167.5396348622205  174.8258518930683  182.9244405110172  190.1801524835273  196.7757774108642  204.395300579186  212.5454574768044  219.4806324980167  226.1148257277285  234.0261405443854  242.0820657417161  248.7839155747111  255.5964232013894  263.7075830493589  271.5298625078531  278.137224127348  285.2365113760242  293.4123552972631  300.9020986410032  307.5754105951897  315.0229503310886  323.0975203912989  330.2304827338212  337.1129991460236  344.9113953776153  352.7203317601177  359.5579252716076  366.7439950600545  374.8238564371904  382.2588965379651  388.9253715565449  396.4482880496512  404.6636440821519  411.7179395337114  418.3592796299926
1604  2306907.166666667  -8.489106614756803  6.220884642054759  20.95622948100499  35.73806975871568  50.6062598145738  65.5738637527687  80.6695807694324  95.89136122499028  111.2522095530014  126.7307675931997  142.3234528101919  157.9907481440131  173.7156894083997  189.4489099534531  205.1668467345075  220.8233421373391  236.3970632575563  251.857059894682  267.1920484131936  282.3924683277972  297.4616943022185  312.4108713070629  327.2581352511464  342.0298469692459  356.754633791788  -27.8870008549273  -20.08860462259232  -12.27966824008992  -5.442074728600007  1.743995059614169  9.823856437687855  17.25889653756684  23.92537155715151  31.44828805033108  39.66364408192324  46.71793953341664  53.35927962969057  61.19500294633512  69.35204783596195  76.11796948631935  82.8684529187442  90.94016403029974  98.85991602472947  105.4828428784932  112.4508884804844  120.6313067527161  128.2080915835891  134.8358057258912  142.1001156783296  150.2264990975243  157.4470227639609  164.2027658630052  171.8027770716974  179.7138916519724  186.6373761272092  193.6159381185957  201.5319180427593  209.1147817653419  215.8394033412653  223.1111116551212  231.2476535458477  238.4707143109407  245.1087817775848  252.7151041437769  260.9098451752386  267.8256093511463  274.4947004535751  282.4261187353414  290.4930112137634  297.2116770483863  304.0354836345371  312.2008822152486  319.9911656003988  326.6446027233766  333.7466867454875  341.9682084095352  349.4132072028443  356.1300155671797  363.6017521667878  371.6657565997296  378.7774141654044  385.6739840066355  393.5220164429176  401.2651255255663  408.1092645542962
1605  2307273.166666667  -9.245366208459725  5.466187858947018  20.19703746922508  34.98004810229934  49.84386626811477  64.81326238118248  79.90491505561299  95.13020717034445  110.487012653548  125.971313307455  141.5593640895757  157.2341406443421  172.9536989480461  188.69484297164  204.4073322819862  220.0706427611341  235.6397089252016  251.1046341706341  266.4362214958788  281.6400565627642  296.707043180748  311.6589942583648  326.5045667477481  341.2788472073119  356.0016938427552  -9.869984432903497  -2.398247833381726  5.665756599560027  12.77741416523479  19.67398400646593  27.52201644274796  35.26512552539668  42.10926455526455  49.2834833763423  57.40142197667359  64.76650218888986  71.44050919146933  78.95270786494864  87.15572239143776  94.18197193409259  100.8066820017721  108.6508918086511  116.7503427219419  123.5287222779907  130.2420142653951  138.3306908101712  146.1925319744188  152.8326803268581  159.7714913434333  167.9529791269575  175.5122937477112  182.1325320448728  189.401503100048  197.5044466189462  204.7507886236515  211.4774440530385  219.1146673948687  226.9957397934267  233.9571893919616  240.9171418264558  248.8747507829434  256.4480465974695  263.1881468885823  270.4852279516026  278.6385992334094  285.8806710387828  292.5041701122688  300.1811676509923  308.3643740445628  315.3066722871757  321.9587352628886  329.9643715411046  338.0131451926698  344.7365040895737  351.5790537815794  359.7699986271941  367.5534192427585  374.1834564108386  381.3468631359547  389.5342592225133  396.9739794251601  403.6637208163353  411.1986831887031  419.2093726187443  426.2940290666012
1606  2307638.166666667  -8.99830615853452  5.715683537083489  20.4439847630038  35.22918423782549  50.09007045852633  65.06119736025728  80.15031925453998  95.37660495351108  110.7324341426546  126.2165064616926  141.8059945796611  157.4782967224337  173.2015399696023  188.9374872773795  204.6551677673473  220.3113321524654  235.8860269488218  251.3431777337574  266.6803767696744  281.8770636522531  296.9500445864902  311.8960250369764  326.7483471706303  341.5175679175401  356.2477993319965  -20.26349591056159  -13.42094621855583  -5.230001372941157  2.553419242623191  9.183456410703339  16.34686313581944  24.53425922322916  31.97397942594156  38.66372081710849  46.19868318855558  54.20937261859678  61.29402906645367  68.18934106052915  76.05317234314317  83.76795650933691  90.55872054691906  97.76028369593803  105.8421953693053  113.2062917720812  119.8241179821444  127.3645191156196  135.5227066271748  142.5456923513124  149.1425202426171  156.9861932784693  165.0748627110222  171.8274094618602  178.5531909734846  186.612194006227  194.499906932317  201.1028802152168  208.0785599746051  216.2311114111582  223.82008237965  230.4234234898971  237.7242546000179  245.8290441806496  253.0766064057398  259.8310612861246  267.4790809799426  275.3904484058869  282.323926973901  289.3513896810344  297.3103550572317  304.9062069928569  311.6202869363871  318.990112683303  327.1579113001421  334.3809543478363  341.0144571603335  348.7320650525577  356.9421271006559  363.8304905223641  370.5317263203151  378.538299348194  386.5941544958143  393.2711981668541  400.1678431800015  408.3446429924354  416.0865712190435
1607  2308003.166666667  -8.752200667453883  5.957025732190054  20.69286000329751  35.47301302983421  50.34096906220108  65.30641740469774  80.40158582415178  95.62166007234103  110.9820779915959  126.4603255936812  142.0526587650808  157.7212661100716  173.4453754592492  189.1809397177039  204.8971718932628  220.556130310696  236.1273224168064  251.5892869491372  266.9214363236478  282.1237577024729  297.1909319006627  312.1430073346545  326.9895797469496  341.7653146512168  356.4901061377994  -30.61904565282081  -23.98554283927514  -16.26793494678369  -8.05787289844182  -1.169509478247394  5.531726320556646  13.53829934843556  21.59415449605588  28.27119816665998  35.16784317978298  43.34464299221689  51.08657121968252  57.71232203888565  64.89550808478413  73.07665053850215  80.4378481563998  87.15834351288474  94.67459040795681  102.6816275818781  109.6949938149084  116.6179179052264  124.4569990353562  132.1508459047648  138.9141789079682  146.1090432267991  154.1915280710684  161.5142617962517  168.1495345106182  175.6536183909373  183.8363742644991  190.8200282912369  197.4498588768608  205.263497466493  213.3729469874754  220.1164042475815  226.8586576288869  234.9271024406529  242.809170289175  249.442498089347  256.4113564059537  264.6087161196048  272.1717080516867  278.8274626844433  286.1238517090647  294.2659198068642  301.4954402671016  308.2949300470576  315.9728500858561  323.8721608361879  330.8162465624845  337.8653224100861  345.8847090032378  353.4232474474539  360.1676328728502  367.5468595679454  375.7572607693535  382.9248180216752  389.5788688851979  397.3161587675266  405.5060598721291
1608  2308368.166666667  -8.50989386196037  6.205807894444536  20.9360359763379  35.72211944877027  50.58384226911342  65.55465815599698  80.64263108818307  95.86781478313304  111.2201124867424  126.7035382945716  142.2877246448074  157.9616314386757  173.6792700507847  189.419696443613  205.1324758803364  220.7950263366086  236.3660341731109  251.8300352754935  267.1643266356965  282.3670309024562  297.4370111640489  312.387838467886  327.2367261602651  342.0102011354239  356.7366756207568  -11.576752551796  -4.832367127667789  2.546859567503108  10.75726076987358  17.9248180209987  24.57886888560301  32.31615876809908  40.50605987303456  47.37893124012865  54.0722593024313  62.11004772481398  70.09278677768523  76.78572836404693  83.6580647134784  91.85076009300572  99.52099636196645  106.1560498310181  113.3277846584784  121.4865135339109  128.8203454550541  135.5190508822112  143.0511396455325  151.0083406989283  158.0356739023289  164.9168826935742  172.7843187255905  180.4378127681867  187.2219005090445  194.3900435466678  202.4870002810426  209.8075153544645  216.4406580356195  223.9606180699995  232.1341584922868  239.1494048532667  245.7551781523382  253.6216804612324  261.714640272744  268.4927766085981  275.2201172547096  283.3405257622466  291.2233275497967  297.866988453004  304.8639606320912  313.0739433172512  320.6585735444898  327.302366366824  334.6695383830013  342.781976966756  350.0287899678366  356.8241981037851  364.5706122473286  372.4312561950264  379.359939600376  386.4398257024391  394.4756243720458  401.9953467177979  408.692888976229  416.1283092897395  424.3004233173413
1609  2308734.166666667  -9.263324378537243  5.450100722720734  20.18191321525616  34.96620116205308  49.8298084673072  64.79888497252608  79.88944246252203  95.11203650586867  110.4680334145336  125.9471065535336  141.5362986654588  157.2039665963806  172.9277431965784  188.6612064824915  204.3804838020274  220.0365148808607  235.6130180880962  251.0714345558527  266.4097980863451  281.6080223258428  296.6810423765107  311.6279880193004  326.4793521355428  341.2489288236712  355.977875935981  -23.21802303230225  -15.97121003126732  -9.175801896182023  -1.429387752638576  6.431256194203498  13.35993959991243  20.43982570311993  28.475624372803  35.99534671853058  42.69288897675791  50.12830929031287  58.3004233180289  65.46164040835212  72.07022967134316  79.84634196517911  87.98717884416585  94.83967868754672  101.5218950163522  109.5484189022145  117.5104337557913  124.1607318557557  131.0581682626127  139.2023202145507  146.8780776070194  153.4687871969898  160.6725851210807  168.7907631870997  176.1272488658984  182.8094299639127  190.350204426229  198.3075953990883  205.3153361113374  212.2209328058816  220.0724588390136  227.7574237625556  234.5095465705561  241.7290249829408  249.8139375537821  257.1580047731003  263.7766529109519  271.3446791176015  279.5368842615542  286.5393350995566  293.1714899892318  301.0613060232804  309.1951972984324  315.9359112014429  322.7243884142534  330.8479562462705  338.7519277289409  345.3745920531667  352.4325404037106  360.6449721632692  368.1974485461048  374.8654377459068  382.2599391269526  390.3784508323128  397.5529009629306  404.4031610553554  412.1433421836185
